"siteID","sampleID","dayOfYear","dateSet","dateSample","dateTimeSet","dateTimeSample","crew","gear","sampleGroup","effort","effortUnits","distanceShocked","useCPUE","useSampleMarkRecap","comments","metadataID","entryFile"
"AQ_wholeShoreline","AQ_wholeShoreline_20190625_1610_AN_Fishscapes.Angling.20180625",176,"2019-06-25","2019-06-25","6/25/2019 14:30:00","6/25/2019 16:10:00","JC,CI,ALK","AN","2019_fishscapes_survey",1.67,"angler_hours","0","yes","yes","windy and partly cloudy","Fishscapes.Angling.20180625","fishScapes2019_AQ_2019-06-25_1610.csv"
"AQ_wholeShoreline","AQ_wholeShoreline_20190625_2110_AN_Fishscapes.Angling.20180625",176,"2019-06-25","2019-06-25","6/25/2019 16:36:00","6/25/2019 21:10:00","JC, DS, ALK","AN","2019_fishscapes_survey",3.4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_AQ_2019-06-25_2110.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1453_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 14:02:00","5/30/2019 14:53:00","MS","AN","2019_fishscapes_survey",0.85,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1453.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1538_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 14:02:00","5/30/2019 15:38:00","AK","AN","2019_fishscapes_survey",1.6,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1538.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1608_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 14:02:00","5/30/2019 16:08:00","FF","AN","2019_fishscapes_survey",2.1,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1608.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1630_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 15:30:00","5/30/2019 16:30:00","JP,AT","AN","2019_fishscapes_survey",1,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1630.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1808_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 16:30:00","5/30/2019 18:08:00","AK","AN","2019_fishscapes_survey",1.63,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1808.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_1919_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 16:30:00","5/30/2019 19:19:00","AT","AN","2019_fishscapes_survey",2.82,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_1919.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_2020_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 17:35:00","5/30/2019 20:20:00","MS","AN","2019_fishscapes_survey",2.75,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_2020.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190530_2030_AN_Fishscapes.Angling.20180625",150,"2019-05-30","2019-05-30","5/30/2019 16:30:00","5/30/2019 20:30:00","JP,FF","AN","2019_fishscapes_survey",4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-05-30_2030.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190615_1630_AN_Fishscapes.Angling.20180625",166,"2019-06-15","2019-06-15","6/15/2019 15:20:00","6/15/2019 16:30:00","AK,FF,MS","AN","2019_fishscapes_survey",1.17,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-06-15_1630.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190615_1930_AN_Fishscapes.Angling.20180625",166,"2019-06-15","2019-06-15","6/15/2019 16:30:00","6/15/2019 19:30:00","MS,AK,FF","AN","2019_fishscapes_survey",3,"angler_hours","0","yes","yes","""NICE day","Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-06-15_1930.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190624_0950_AN_Fishscapes.Angling.20180625",175,"2019-06-24","2019-06-24","6/24/2019 5:50:00","6/24/2019 9:50:00","AT,FF,AMK","AN","2019_fishscapes_survey",3.6,"angler_hours","0","yes","yes","incoming storm stop 745 800 stop 900 909","Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-06-24_0950.csv"
"BOT_wholeShoreline","BOT_wholeShoreline_20190624_1215_AN_Fishscapes.Angling.20180625",175,"2019-06-24","2019-06-24","6/24/2019 10:33:00","6/24/2019 12:15:00","JC,AK,AT","AN","2019_fishscapes_survey",1.08,"angler_hours","0","yes","yes","no storm ended because no dingers BC 1108 1145","Fishscapes.Angling.20180625","fishScapes2019_BOT_2019-06-24_1215.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190603_2230_BE_FishscapesSurvey.0.5mile.20180606",154,"2019-06-03","2019-06-03","6/3/2019 22:05:00","6/3/2019 22:30:00","DS,FF,MS","BE","2019_fishscapes_survey",0.42,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","fishScapes2019_BY_2019-06-03_2230.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190604_0025_BE_FishscapesSurvey.1.5mile.20180607",155,"2019-06-03","2019-06-04","6/3/2019 23:40:00","6/4/2019 0:25:00","DS,MS,FF","BE","2019_fishscapes_survey",0.75,"electrofishing_hours","1.34","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","fishScapes2019_BY_2019-06-04_0025.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190605_2255_BE_FishscapesSurvey.hotBassLap.20180607",156,"2019-06-05","2019-06-05","6/5/2019 22:15:00","6/5/2019 22:55:00","DS,FF,MS","BE","2019_fishscapes_survey",0.67,"electrofishing_hours","0.93","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-05_2255.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190606_0000_BE_FishscapesSurvey.hotBassLap.20180607",157,"2019-06-05","2019-06-06","6/5/2019 23:30:00","6/6/2019 0:00:00","DS,MS,FF","BE","2019_fishscapes_survey",0.5,"electrofishing_hours","0.9","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-06_0000.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190606_0140_BE_FishscapesSurvey.hotBassLap.20180607",157,"2019-06-06","2019-06-06","6/6/2019 0:25:00","6/6/2019 1:40:00","DS,MS,FF","BE","2019_fishscapes_survey",1.25,"electrofishing_hours","1.87","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-06_0140.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190606_0330_BE_FishscapesSurvey.hotBassLap.20180607",157,"2019-06-06","2019-06-06","6/6/2019 2:20:00","6/6/2019 3:30:00","DS,MS,FF","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.88","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-06_0330.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190611_0105_BE_FishscapesSurvey.hotBassLap.20180607",162,"2019-06-11","2019-06-11","6/11/2019 0:00:00","6/11/2019 1:05:00","DS,FF,MS","BE","2019_fishscapes_survey",1.08,"electrofishing_hours","0.93","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-11_0105.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190611_0235_BE_FishscapesSurvey.hotBassLap.20180607",162,"2019-06-11","2019-06-11","6/11/2019 1:30:00","6/11/2019 2:35:00","DS,MS,FF","BE","2019_fishscapes_survey",1.08,"electrofishing_hours","1.94","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-11_0235.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190611_0325_BE_FishscapesSurvey.hotBassLap.20180607",162,"2019-06-11","2019-06-11","6/11/2019 2:55:00","6/11/2019 3:25:00","DS,MS,FF","BE","2019_fishscapes_survey",0.5,"electrofishing_hours","1","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-11_0325.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190612_2250_BE_FishscapesSurvey.hotBassLap.20180607",163,"2019-06-12","2019-06-12","6/12/2019 21:55:00","6/12/2019 22:50:00","DS,MS,FF","BE","2019_fishscapes_survey",0.92,"electrofishing_hours","1.84","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-12_2250.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190613_0020_BE_FishscapesSurvey.hotBassLap.20180607",164,"2019-06-12","2019-06-13","6/12/2019 23:20:00","6/13/2019 0:20:00","DS, MS, FF","BE","2019_fishscapes_survey",1,"electrofishing_hours","1.83","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-13_0020.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190613_0130_BE_FishscapesSurvey.hotBassLap.20180607",164,"2019-06-13","2019-06-13","6/13/2019 0:35:00","6/13/2019 1:30:00","DS, MS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-13_0130.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190613_0250_BE_FishscapesSurvey.hotBassLap.20180607",164,"2019-06-13","2019-06-13","6/13/2019 1:45:00","6/13/2019 2:50:00","MS, DS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-13_0250.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190613_0355_BE_FishscapesSurvey.hotBassLap.20180607",164,"2019-06-13","2019-06-13","6/13/2019 3:00:00","6/13/2019 3:55:00","DS, MS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_BY_2019-06-13_0355.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190622_0946_AN_Fishscapes.Angling.20180625",173,"2019-06-22","2019-06-22","6/22/2019 5:45:00","6/22/2019 9:46:00","JC,ALK,DS","AN","2019_fishscapes_survey",4.02,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BY_2019-06-22_0946.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190622_1148_AN_Fishscapes.Angling.20180625",173,"2019-06-22","2019-06-22","6/22/2019 10:17:00","6/22/2019 11:48:00","JC,ALK,CI","AN","2019_fishscapes_survey",1.52,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_BY_2019-06-22_1148.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190622_1703_AN_Fishscapes.Angling.20180625",173,"2019-06-22","2019-06-22","6/22/2019 12:23:00","6/22/2019 17:03:00","JC,AK,DS","AN","2019_fishscapes_survey",4.67,"angler_hours","0","yes","yes","could not spine or clip","Fishscapes.Angling.20180625","fishScapes2019_BY_2019-06-22_1703.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190625_0025_BE_FishscapesSurvey.hotBassLap20180607",176,"2019-06-24","2019-06-25","6/24/2019 23:30:00","6/25/2019 0:25:00","AS,AL,CD","BE","2019_fishscapes_survey",0.92,"electrofishing_hours","1.77","yes","yes",NA,"FishscapesSurvey.hotBassLap20180607","fishScapes2019_BY_2019-06-25_0025.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190625_0210_BE_FishscapesSurvey.hotBassLap20180607",176,"2019-06-25","2019-06-25","6/25/2019 1:00:00","6/25/2019 2:10:00","AS,AL,CD","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.91","yes","yes",NA,"FishscapesSurvey.hotBassLap20180607","fishScapes2019_BY_2019-06-25_0210.csv"
"BY_wholeShoreline","BY_wholeShoreline_20190625_0350_BE_FishscapesSurvey.hotBassLap20180607",176,"2019-06-25","2019-06-25","6/25/2019 2:40:00","6/25/2019 3:50:00","AS,AL,CD","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.81","yes","yes",NA,"FishscapesSurvey.hotBassLap20180607","fishScapes2019_BY_2019-06-25_0350.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190613_0932_AN_Fishscapes.Angling.20180625",164,"2019-06-13","2019-06-13","6/13/2019 5:50:00","6/13/2019 9:32:00","CD,AK,AT","AN","2019_fishscapes_survey",3.7,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-13_0950.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190613_1237_AN_Fishscapes.Angling.20180625",164,"2019-06-13","2019-06-13","6/13/2019 11:15:00","6/13/2019 12:37:00","AS,CD,AK","AN","2019_fishscapes_survey",1.37,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-13_1200.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190616_1830_AN_Fishscapes.Angling.20180625",167,"2019-06-16","2019-06-16","6/16/2019 16:50:00","6/16/2019 18:30:00","CMI, MS, FF","AN","2019_fishscapes_survey",1.66,"angler_hours","0","yes","yes","Fathers day","Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-16_1830.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190616_2037_AN_Fishscapes.Angling.20180625",167,"2019-06-16","2019-06-16","6/16/2019 18:40:00","6/16/2019 20:37:00","CI, MS, AK","AN","2019_fishscapes_survey",1.95,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-16_2037.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190627_1521_AN_Fishscapes.Angling.20180625",178,"2019-06-27","2019-06-27","6/27/2019 13:57:00","6/27/2019 15:21:00","DS,FF,AMK","AN","2019_fishscapes_survey",2.4,"angler_hours","0","yes","yes","Danny used his own rods ended bc of thunder","Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-27_1521.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190627_2017_AN_Fishscapes.Angling.20180625",178,"2019-06-27","2019-06-27","6/27/2019 17:30:00","6/27/2019 20:17:00","DS,FF,AMK","AN","2019_fishscapes_survey",2.78,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-27_2017.csv"
"DS_wholeShoreline","DS_wholeShoreline_20190627_2105_AN_Fishscapes.Angling.20180625",178,"2019-06-27","2019-06-27","6/27/2019 20:35:00","6/27/2019 21:05:00","DS,AMK","AN","2019_fishscapes_survey",0.5,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DS_2019-06-27_2105.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190601_1620_AN_Fishscapes.Angling.20180625",152,"2019-06-01","2019-06-01","6/1/2019 13:39:00","6/1/2019 16:20:00","JC,FF","AN","2019_fishscapes_survey",2.68,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-01_1620.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190601_1731_AN_Fishscapes.Angling.20180625",152,"2019-06-01","2019-06-01","6/1/2019 16:37:00","6/1/2019 17:31:00","FF","AN","2019_fishscapes_survey",0.9,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-01_1731.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190601_2050_AN_Fishscapes.Angling.20180625",152,"2019-06-01","2019-06-01","6/1/2019 16:34:00","6/1/2019 20:50:00","JC","AN","2019_fishscapes_survey",4.27,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-01_2050.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190601_2051_AN_Fishscapes.Angling.20180625",152,"2019-06-01","2019-06-01","6/1/2019 17:55:00","6/1/2019 20:51:00","CD","AN","2019_fishscapes_survey",2.92,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-01_2051.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190604_1530_AN_Fishscapes.Angling.20180625",155,"2019-06-04","2019-06-04","6/4/2019 14:10:00","6/4/2019 15:30:00","JC","AN","2019_fishscapes_survey",1.33,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-04_1530.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190604_1605_AN_Fishscapes.Angling.20180625",155,"2019-06-04","2019-06-04","6/4/2019 14:10:00","6/4/2019 16:05:00","AK,CD","AN","2019_fishscapes_survey",1.92,"angler_hours","0","yes","yes","did not clip fish 001","Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-04_1605.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190604_1815_AN_Fishscapes.Angling.20180625",155,"2019-06-04","2019-06-04","6/4/2019 16:30:00","6/4/2019 18:15:00","AK","AN","2019_fishscapes_survey",1.75,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-04_1815.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190604_2040_AN_Fishscapes.Angling.20180625",155,"2019-06-04","2019-06-04","6/4/2019 18:45:00","6/4/2019 20:40:00","JC","AN","2019_fishscapes_survey",1.92,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-04_2040.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190604_2041_AN_Fishscapes.Angling.20180625",155,"2019-06-04","2019-06-04","6/4/2019 16:30:00","6/4/2019 20:41:00","CI,CD","AN","2019_fishscapes_survey",4.17,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-04_2041.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190610_0935_AN_Fishscapes.Angling.20180625",161,"2019-06-10","2019-06-10","6/10/2019 5:35:00","6/10/2019 9:35:00","JC,CI,AK","AN","2019_fishscapes_survey",4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-10_0935.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190610_1228_AN_Fishscapes.Angling.20180625",161,"2019-06-10","2019-06-10","6/10/2019 9:53:00","6/10/2019 12:28:00","AL,AK","AN","2019_fishscapes_survey",2.58,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_DY_2019-06-10_1228.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190626_2155_BE_FishscapesSurvey0.5mile.20180606",177,"2019-06-26","2019-06-26","6/26/2019 21:40:00","6/26/2019 21:55:00","AS, AL, CD","BE","2019_fishscapes_survey",0.25,"electrofishing_hours","0.51","yes","yes","super low conductivity most fish not shocked","FishscapesSurvey0.5mile.20180606","fishScapes2019_DY_2019-06-26_2155.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190626_2310_BE_FishscapesSurvey.1.5mile.20180607",177,"2019-06-26","2019-06-26","6/26/2019 22:20:00","6/26/2019 23:10:00","AS, AL, CD","BE","2019_fishscapes_survey",0.833333333,"electrofishing_hours","1.52","yes","yes","low conductivity few fish shocked","FishscapesSurvey.1.5mile.20180607","fishScapes2019_DY_2019-06-26_2310.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190626_2350_BE_FishscapesSurvey0.5mile.20180606",177,"2019-06-26","2019-06-26","6/26/2019 23:35:00","6/26/2019 23:50:00","AS, AL, CD","BE","2019_fishscapes_survey",0.25,"electrofishing_hours","0.5","yes","yes","low conductivity few fish turning","FishscapesSurvey0.5mile.20180606","fishScapes2019_DY_2019-06-26_2350.csv"
"DY_wholeShoreline","DY_wholeShoreline_20190627_0045_BE_FishscapesSurvey.1.5mile.20180607",178,"2019-06-27","2019-06-27","6/27/2019 0:05:00","6/27/2019 0:45:00","AS, AL, CD","BE","2019_fishscapes_survey",0.666666667,"electrofishing_hours","1.24","yes","yes","low conductivity few fish effected enough to turn","FishscapesSurvey.1.5mile.20180607","fishScapes2019_DY_2019-06-27_0045.csv"
"ER_wholeShoreline","ER_wholeShoreline_20190616_1556_AN_Fishscapes.Angling.20180625",167,"2019-06-16","2019-06-16","6/16/2019 13:48:00","6/16/2019 15:56:00","ALK,JC","AN","2019_fishscapes_survey",2.13,"angler_hours","0","yes","yes"," small pike only","Fishscapes.Angling.20180625","fishScapes2019_ER_2019-06-16_1556.csv"
"ER_wholeShoreline","ER_wholeShoreline_20190616_1650_AN_Fishscapes.Angling.20180625",167,"2019-06-16","2019-06-16","6/16/2019 16:16:00","6/16/2019 16:50:00","AR,CD,CTS,SJ","AN","2019_fishscapes_survey",0.57,"angler_hours","0","yes","yes","PIKE","Fishscapes.Angling.20180625","fishScapes2019_ER_2019-06-16_1650.csv"
"ER_wholeShoreline","ER_wholeShoreline_20190616_2050_AN_Fishscapes.Angling.20180625",167,"2019-06-16","2019-06-16","6/16/2019 16:50:00","6/16/2019 20:50:00","ALK,AT,DS","AN","2019_fishscapes_survey",4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","fishScapes2019_ER_2019-06-16_2050.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190528_0230_BE_FishscapesSurvey.0.5mile.20180606",148,"2019-05-28","2019-05-28","5/28/2019 2:15:00","5/28/2019 2:30:00","DS,AL,JC,JP,CD","BE","2019_fishscapes_survey",0.25,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","fishScapes2019_HT_2019-05-28_0230.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190528_0440_BE_FishscapesSurvey.0.5mile.20180606",148,"2019-05-28","2019-05-28","5/28/2019 4:20:00","5/28/2019 4:40:00","AL, JC, DS, JP, CD","BE","2019_fishscapes_survey",0.333333333,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","fishScapes2019_HT_2019-05-28_0440.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190528_0500_BE_FishscapesSurvey.1.5mile.20180607",148,"2019-05-28","2019-05-28","5/28/2019 2:00:00","5/28/2019 5:00:00","AL, JC, CD, DS, AS","BE","2019_fishscapes_survey",3,"electrofishing_hours","0","no","yes","""Map my run record lost for this sample","FishscapesSurvey.1.5mile.20180607","fishScapes2019_HT_2019-05-28_0500.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190528_0550_BE_FishscapesSurvey.1.5mile.20180607 ",148,"2019-05-28","2019-05-28","5/28/2019 5:00:00","5/28/2019 5:50:00","DS, AL, JP, JC, CD","BE","2019_fishscapes_survey",0.833333333,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607 ","fishScapes2019_HT_2019-05-28_0550.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190529_2325_BE_FishscapesSurvey.hotBassLap.20180607",149,"2019-05-29","2019-05-29","5/29/2019 22:20:00","5/29/2019 23:25:00","DS, JC, AL, AS, CD","BE","2019_fishscapes_survey",1.083333333,"electrofishing_hours","1","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_HT_2019-05-29_2325.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190530_0030_BE_FishscapesSurvey.hotBassLap.20180607",150,"2019-05-29","2019-05-30","5/29/2019 23:55:00","5/30/2019 0:30:00","DS, AL, AS, JC, CD","BE","2019_fishscapes_survey",0.583333333,"electrofishing_hours","0.9","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_HT_2019-05-30_0030.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190530_0155_BE_FishscapesSurvey.hotBassLap.20180607",150,"2019-05-30","2019-05-30","5/30/2019 1:15:00","5/30/2019 1:55:00","DS, CD, JC, AL, AS","BE","2019_fishscapes_survey",0.666666667,"electrofishing_hours","1.13","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_HT_2019-05-30_0155.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190602_2325_BE_FishscapesSurvey.hotBassLap.20180607",153,"2019-06-02","2019-06-02","6/2/2019 22:45:00","6/2/2019 23:25:00","DS, FF, MS","BE","2019_fishscapes_survey",0.666666667,"electrofishing_hours","1","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_HT_2019-06-02_2325.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190603_0020_BE_FishscapesSurvey.hotBassLap.20180607",154,"2019-06-02","2019-06-03","6/2/2019 23:40:00","6/3/2019 0:20:00","DS, FF, MS","BE","2019_fishscapes_survey",0.666666667,"electrofishing_hours","1","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_HT_2019-06-03_0020.csv"
"HT_wholeShoreline","HT_wholeShoreline_20190603_0125_BE_FishscapesSurvey.hotBassLap.20180607",154,"2019-06-03","2019-06-03","6/3/2019 0:35:00","6/3/2019 1:25:00","DS, FF, MS","BE","2019_fishscapes_survey",0.833333333,"electrofishing_hours","1.15","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","fishScapes2019_HT_2019-06-03_0125.csv"
